1,17248,36,7,2,3,1,2,2,1,5,2,731,1,999.0,0,2,-1.8,92.893,-46.2,1.344,5099.1
0,8460,36,1,3,4,1,1,1,1,7,2,259,1,999.0,0,2,1.4,93.918,-42.7,4.961,5228.1
0,21237,35,2,2,3,1,2,1,2,5,2,93,10,999.0,0,2,1.1,93.994,-36.4,4.857,5191.0
0,20011,39,10,2,6,1,1,1,2,5,4,173,2,999.0,0,2,1.1,93.994,-36.4,4.86,5191.0
0,31940,39,5,2,7,1,2,1,2,6,1,23,1,999.0,0,2,1.4,94.465,-41.8,4.961,5228.1
0,3370,49,2,2,4,0,1,1,1,8,4,189,1,999.0,0,2,1.4,93.444,-36.1,4.963,5228.1
0,29908,45,2,3,4,0,2,1,1,5,1,8,7,999.0,0,2,-1.8,92.893,-46.2,1.244,5099.1
0,5758,31,2,1,4,1,1,1,1,5,3,156,1,999.0,1,1,-1.8,92.893,-46.2,1.281,5099.1
0,2188,44,10,2,6,1,2,1,2,5,4,515,2,999.0,0,2,1.1,93.994,-36.4,4.86,5191.0
0,21061,37,1,3,4,1,1,2,1,7,2,223,6,999.0,0,2,1.4,93.918,-42.7,4.961,5228.1
0,12298,43,2,3,3,1,1,1,1,7,4,386,2,999.0,0,2,1.4,93.918,-42.7,4.962,5228.1
0,5318,55,1,2,4,0,1,1,2,5,2,5,3,999.0,0,2,1.1,93.994,-36.4,4.857,5191.0
0,18051,33,1,1,7,1,1,1,1,8,3,259,2,999.0,0,2,1.4,93.444,-36.1,4.964,5228.1
0,5759,34,2,2,3,1,2,1,2,7,4,225,2,999.0,0,2,1.4,93.918,-42.7,4.966,5228.1
0,10646,35,10,3,6,1,2,1,1,5,1,213,4,999.0,0,2,-1.8,92.893,-46.2,1.244,5099.1
0,13138,59,6,2,3,1,2,1,1,8,1,337,4,999.0,0,2,1.4,93.444,-36.1,4.965,5228.1
0,35907,27,2,3,1,1,1,1,1,5,2,300,1,999.0,1,1,-1.8,92.893,-46.2,1.291,5099.1
1,957,41,3,2,7,1,2,1,1,11,2,854,1,999.0,0,2,-0.1,93.2,-42.0,4.153,5195.8
0,37417,45,1,2,7,1,2,1,1,8,3,314,5,999.0,0,2,1.4,93.444,-36.1,4.967,5228.1
0,6992,34,2,2,4,1,2,1,1,8,3,115,2,999.0,1,1,-2.9,92.201,-31.4,0.879,5076.2
0,21667,38,2,2,1,1,2,2,1,5,4,365,1,999.0,1,1,-1.8,92.893,-46.2,1.266,5099.1
0,2282,37,1,2,4,1,2,2,2,5,2,697,2,999.0,0,2,1.1,93.994,-36.4,4.856,5191.0
0,2166,54,2,2,3,0,2,1,1,8,1,140,2,999.0,0,2,1.4,93.444,-36.1,4.965,5228.1
0,4836,40,2,2,3,1,1,1,1,4,2,354,1,999.0,0,2,-1.8,93.075,-47.1,1.453,5099.1
0,15768,33,10,3,7,1,1,2,1,5,3,118,2,999.0,0,2,-1.8,92.893,-46.2,1.281,5099.1
0,11595,24,9,3,4,1,2,1,1,5,2,113,2,999.0,2,1,-1.8,93.876,-40.0,0.682,5008.7
0,34679,45,2,2,1,1,1,1,2,5,1,101,1,999.0,0,2,1.1,93.994,-36.4,4.857,5191.0
0,21267,41,4,3,1,0,2,1,1,7,1,385,3,999.0,0,2,1.4,93.918,-42.7,4.962,5228.1
0,20948,34,10,3,7,1,2,1,1,8,3,82,1,999.0,0,2,1.4,93.444,-36.1,4.964,5228.1
0,27846,33,8,2,4,1,2,1,1,7,5,548,2,999.0,0,2,1.4,93.918,-42.7,4.959,5228.1
0,15963,27,11,2,3,0,1,1,2,7,2,200,1,999.0,0,2,1.4,93.918,-42.7,4.955,5228.1
0,14046,27,1,3,4,1,1,1,1,7,2,216,1,999.0,0,2,1.4,93.918,-42.7,4.962,5228.1
0,3796,46,2,1,2,1,1,1,2,5,4,266,1,999.0,0,2,1.1,93.994,-36.4,4.855,5191.0
0,25679,37,2,3,3,1,1,1,1,7,1,167,2,999.0,0,2,1.4,93.918,-42.7,4.96,5228.1
0,25739,45,2,2,1,0,1,1,1,8,3,83,1,999.0,0,2,1.4,93.444,-36.1,4.967,5228.1
0,32881,27,1,3,4,1,1,1,2,8,5,3785,1,999.0,0,2,-1.7,94.027,-38.3,0.888,4991.6
0,32663,32,3,1,4,1,2,1,1,5,4,318,3,999.0,0,2,-1.8,92.893,-46.2,1.266,5099.1
0,11778,44,1,2,6,1,2,1,2,11,1,762,1,999.0,0,2,-0.1,93.2,-42.0,4.191,5195.8
0,22581,51,2,2,1,1,1,1,1,5,3,254,2,999.0,1,1,-1.8,92.893,-46.2,1.281,5099.1
0,15591,33,1,1,4,0,1,1,2,5,2,161,2,999.0,0,2,1.1,93.994,-36.4,4.857,5191.0
0,3715,34,2,2,2,0,1,2,2,7,1,164,3,999.0,0,2,1.4,93.918,-42.7,4.962,5228.1
0,24922,31,2,3,4,1,1,1,1,11,3,230,1,999.0,0,2,-0.1,93.2,-42.0,4.12,5195.8
0,14733,55,1,3,7,0,2,1,1,11,1,389,1,999.0,0,2,-0.1,93.2,-42.0,4.191,5195.8
0,27378,27,2,2,1,1,2,1,1,5,4,88,1,999.0,0,2,-1.8,92.893,-46.2,1.266,5099.1
0,31151,56,8,2,4,0,1,1,2,5,2,135,3,999.0,0,2,1.1,93.994,-36.4,4.857,5191.0
0,37054,27,2,2,3,0,2,1,2,5,3,466,1,999.0,0,2,1.1,93.994,-36.4,4.857,5191.0
0,34137,51,2,2,1,1,1,1,1,8,2,36,19,999.0,0,2,1.4,93.444,-36.1,4.965,5228.1
0,20264,36,8,3,6,1,2,1,1,5,3,112,1,999.0,0,2,-1.8,92.893,-46.2,1.281,5099.1
0,16138,51,7,2,3,1,2,1,2,5,4,162,2,999.0,0,2,1.1,93.994,-36.4,4.86,5191.0
0,19797,39,7,2,7,1,1,2,2,6,1,72,1,999.0,0,2,1.4,94.465,-41.8,4.961,5228.1
0,32987,34,10,2,6,1,1,2,2,6,2,145,1,999.0,0,2,1.4,94.465,-41.8,4.864,5228.1
0,8952,28,1,2,4,1,2,1,2,5,1,55,2,999.0,0,2,1.1,93.994,-36.4,4.857,5191.0
0,8232,35,2,2,3,0,2,1,2,6,5,288,2,999.0,0,2,1.4,94.465,-41.8,4.959,5228.1
0,3239,35,2,3,1,0,1,1,1,7,5,260,2,999.0,0,2,1.4,93.918,-42.7,4.963,5228.1
0,2084,32,2,2,6,0,1,1,1,4,4,140,2,999.0,0,2,-1.8,93.075,-47.1,1.365,5099.1
0,40762,49,10,2,6,0,0,0,1,8,5,254,2,999.0,0,2,1.4,93.444,-36.1,4.966,5228.1
0,11319,31,10,3,6,1,1,1,1,4,1,217,1,999.0,0,2,-1.8,93.075,-47.1,1.405,5099.1
0,33280,40,2,2,3,0,2,1,1,4,4,324,1,999.0,1,1,-1.8,93.075,-47.1,1.41,5099.1
0,14019,35,1,2,7,1,1,1,1,5,4,322,3,999.0,0,2,-1.8,92.893,-46.2,1.27,5099.1
0,31660,31,10,3,4,1,2,1,1,8,4,92,3,999.0,0,2,1.4,93.444,-36.1,4.963,5228.1
0,29453,26,2,2,3,1,2,1,1,4,4,77,3,999.0,0,2,-1.8,93.075,-47.1,1.41,5099.1
0,2674,45,8,1,4,1,1,1,1,7,1,295,1,999.0,0,2,1.4,93.918,-42.7,4.96,5228.1
0,39479,53,1,2,1,1,1,1,1,8,5,91,2,999.0,0,2,1.4,93.444,-36.1,4.964,5228.1
1,17630,43,8,3,4,1,1,1,1,7,2,1317,4,999.0,0,2,1.4,93.918,-42.7,4.961,5228.1
1,33746,47,1,2,7,1,1,1,1,8,1,384,6,999.0,0,2,1.4,93.444,-36.1,4.963,5228.1
0,3115,35,1,2,7,1,2,1,1,8,4,28,10,999.0,0,2,1.4,93.444,-36.1,4.962,5228.1
0,30638,35,10,2,7,1,2,1,1,11,4,92,1,999.0,0,2,-0.1,93.2,-42.0,4.076,5195.8
0,23648,35,3,2,4,1,1,1,1,9,2,91,2,999.0,0,2,-3.4,92.379,-29.8,0.819,5017.5
0,26437,36,4,2,4,1,1,1,2,5,5,222,1,999.0,0,2,1.1,93.994,-36.4,4.864,5191.0
1,8612,40,2,2,1,0,1,1,1,7,4,724,1,999.0,0,2,1.4,93.918,-42.7,4.963,5228.1
0,11973,29,10,3,7,1,2,2,1,8,3,44,1,999.0,0,2,1.4,93.444,-36.1,4.967,5228.1
0,194,49,7,2,6,1,1,1,2,5,5,374,2,999.0,0,2,1.1,93.994,-36.4,4.859,5191.0
0,13631,35,5,2,7,1,1,1,2,8,5,12,1,999.0,0,2,-1.7,94.027,-38.3,0.898,4991.6
0,14294,31,5,3,4,1,2,1,2,5,1,159,2,999.0,0,2,1.1,93.994,-36.4,4.857,5191.0
0,21231,36,4,2,1,1,1,1,2,6,1,152,2,999.0,0,2,1.4,94.465,-41.8,4.865,5228.1
0,34745,46,1,2,4,0,1,1,2,6,2,490,6,999.0,0,2,1.4,94.465,-41.8,4.864,5228.1
0,9677,46,1,2,7,0,1,1,1,8,2,55,2,999.0,0,2,1.4,93.444,-36.1,4.965,5228.1
0,22061,48,1,3,4,1,2,1,1,11,3,105,1,999.0,1,1,-0.1,93.2,-42.0,4.12,5195.8
0,17007,52,8,2,4,1,1,2,2,6,1,359,6,999.0,0,2,1.4,94.465,-41.8,4.865,5228.1
0,39677,32,8,2,4,1,1,1,2,5,3,423,2,999.0,0,2,1.1,93.994,-36.4,4.859,5191.0
0,2678,53,5,2,1,1,2,1,1,11,3,63,1,999.0,0,2,-0.1,93.2,-42.0,4.12,5195.8
0,21520,84,6,1,1,1,1,1,1,4,4,220,2,999.0,2,1,-1.8,93.749,-34.6,0.635,5008.7
0,35104,56,5,2,7,1,2,1,1,11,2,125,1,999.0,0,2,-0.1,93.2,-42.0,4.153,5195.8
0,13881,40,10,2,6,1,1,1,2,6,5,179,2,999.0,0,2,1.4,94.465,-41.8,4.959,5228.1
0,30251,37,2,3,6,1,1,1,1,7,2,96,1,999.0,0,2,1.4,93.918,-42.7,4.962,5228.1
0,11984,34,5,2,7,1,1,1,1,7,3,85,2,999.0,0,2,1.4,93.918,-42.7,4.963,5228.1
0,2680,48,1,2,7,1,1,2,1,5,1,312,3,999.0,0,2,-1.8,92.893,-46.2,1.354,5099.1
0,14101,31,8,1,4,1,2,1,1,4,1,267,1,999.0,0,2,-1.8,93.075,-47.1,1.405,5099.1
0,6631,36,2,2,3,1,2,2,1,4,2,99,1,999.0,0,2,-1.8,93.075,-47.1,1.453,5099.1
1,5891,34,5,1,7,1,2,2,1,11,4,1258,2,999.0,0,2,-0.1,93.2,-42.0,4.076,5195.8
0,14818,48,8,2,3,0,1,1,1,5,5,18,8,999.0,0,2,-1.8,92.893,-46.2,1.25,5099.1
1,2503,32,5,3,7,1,2,1,1,3,2,106,1,999.0,0,2,-1.8,92.843,-50.0,1.687,5099.1
0,34269,26,9,3,7,1,2,1,2,5,3,217,1,999.0,0,2,1.1,93.994,-36.4,4.859,5191.0
0,7178,32,10,3,7,1,2,1,1,11,5,327,1,999.0,1,1,-0.1,93.2,-42.0,4.021,5195.8
1,17570,48,1,2,3,1,2,2,1,11,5,664,3,999.0,0,2,-0.1,93.2,-42.0,4.021,5195.8
